Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,2.13,1.32,1.26,1.88,1.95,2.68,2.01,2.14,1.37,1.33
2,12.08,5.49,8.67,12.36,14.28,17.17,32.07,32.16,4.44,18.43
3,12.97,8.6,8.57,15.54,17.44,18.28,17.5,17.23,7.3,10.21
4,18.06,13.08,10.41,26.12,23.06,20.78,29.86,26.14,9.01,17.33
