Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,23.14,13.11,21.1,22.06,20.3,20.91,27.83,24.62,21.26,22.76
2,16.58,14.82,15.56,19.7,16.08,17.72,23.36,29.02,14.9,14.84
3,18.29,18.13,20.57,18.15,17.71,23.82,25.99,21.53,22.87,22.28
4,15.88,13.1,11.74,13.35,12.63,15.17,14.95,14.56,12.86,13.02
