Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,7.75,6.75,6.67,7.21,7.03,7.15,7.12,7.89,6.59,6.56
20,17.33,17.2,16.43,17.42,17.2,17.69,17.55,18.77,16.79,17.3
30,27.89,27.15,26.85,25.08,24.86,24.5,24.28,24.81,26.79,25.15
