Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,90.33,92.36,96.17,96.09,88.48,88.4,92.48,81.13,92.39,94.42
2,86.47,84.95,96.37,80.6,71.16,84.84,80.84,61.76,77.43,100.0
3,76.8,68.02,81.1,61.61,75.1,88.49,63.5,65.62,69.9,86.74
4,70.94,58.53,73.64,59.46,53.92,59.43,47.98,80.91,83.17,61.47
