Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,94.74,97.0,97.0,94.32,94.08,94.26,94.35,96.51,97.51,97.91
20,84.59,88.38,87.81,84.44,84.7,84.5,84.39,86.61,89.64,90.0
30,74.64,77.97,77.4,74.68,74.24,74.59,74.73,77.39,79.95,82.19
