Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.56,0.62,0.44,0.43,1.29,1.43,0.77,0.96,0.97,0.42
2,3.33,3.42,1.97,1.9,4.07,4.19,3.89,3.68,4.62,2.23
3,5.0,5.22,2.58,2.86,4.31,4.15,4.61,3.71,3.45,2.69
4,4.68,3.98,2.01,2.32,3.14,3.27,3.9,3.35,4.18,2.62
