Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,5.52,4.5,4.41,4.91,4.92,4.56,4.46,4.97,4.96,4.17
20,15.82,13.1,13.88,16.31,15.79,16.3,16.8,14.95,12.52,13.56
30,31.01,27.53,27.78,29.95,29.37,27.03,27.55,25.98,27.42,24.9
