Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,22.98,25.01,24.11,24.68,24.11,29.04,29.45,25.5,25.38,28.99
20,17.09,22.37,24.36,16.42,18.49,18.29,24.78,21.22,23.89,27.21
30,15.46,19.64,19.05,18.75,19.77,20.24,22.31,20.44,19.39,22.49
