Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,2.99,4.86,7.44,5.6,7.08,2.69,1.92,8.05,6.35,7.87
2,2.3,2.42,9.36,0.9,1.06,2.26,1.37,0.95,7.88,2.16
3,9.36,5.36,6.19,3.95,4.86,5.59,9.5,3.85,7.64,11.89
4,1.52,1.67,3.67,2.48,1.7,2.23,0.62,2.93,1.47,2.16
