Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,5.55,4.9,4.89,5.2,5.23,4.48,5.24,5.01,4.63,4.37
20,16.58,14.27,14.56,14.79,15.92,14.57,13.94,13.62,14.01,12.79
30,31.65,28.32,27.94,30.24,30.12,27.44,28.9,26.7,28.28,25.85
