Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.07,0.82,0.7,1.36,1.31,1.33,1.76,1.44,0.76,0.93
2,11.2,8.24,6.9,15.83,8.45,10.15,18.08,9.71,7.76,7.95
3,10.04,5.41,5.91,13.96,12.87,12.32,14.48,8.15,4.8,5.48
4,10.05,7.55,7.77,14.24,13.66,17.59,21.05,21.26,6.76,12.85
