Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.03,0.79,0.52,0.8,1.25,1.63,1.11,1.11,1.2,0.89
2,4.75,4.54,2.53,2.17,6.35,5.46,4.24,5.69,5.65,2.29
3,6.01,6.37,2.91,3.41,5.28,4.83,9.74,8.28,8.22,5.73
4,5.01,5.37,2.59,2.51,3.3,3.27,7.78,3.24,3.08,4.77
