Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.04,0.82,0.67,0.68,1.18,1.6,1.28,1.15,1.07,1.15
20,2.05,2.34,1.5,1.43,1.03,1.67,2.86,1.67,1.72,1.74
30,3.3,3.29,2.18,1.63,1.19,1.78,4.47,1.95,1.8,2.31
