epoch,loss,skeleton,smooth,step,val_loss
0,0.23516789078712463,0.0,0.0,9,
0,0.1012299507856369,0.0,0.0,19,
0,0.04723900929093361,0.0,0.0,29,
0,,,,30,0.039809610694646835
1,0.03374017775058746,0.0,0.0,39,
1,0.026971913874149323,0.0,0.0,49,
1,0.02397781051695347,0.0,0.0,59,
1,,,,61,0.02281375415623188
2,0.0191483311355114,0.0,0.0,69,
2,0.015761325135827065,0.0,0.0,79,
2,0.01281646080315113,0.0,0.0,89,
2,,,,92,0.011585986241698265
3,0.01049373485147953,0.0,0.0,99,
3,0.008112146519124508,0.0,0.0,109,
3,0.006369016133248806,0.0,0.0,119,
3,,,,123,0.005904504097998142
4,0.005281100049614906,0.0,0.0,129,
4,0.004654569085687399,0.0,0.0,139,
4,0.004179452545940876,0.0,0.0,149,
4,,,,154,0.003965395502746105
5,0.003931424580514431,0.0,0.0,159,
5,0.0036099357530474663,0.0,0.0,169,
5,0.0034534826409071684,0.0,0.0,179,
5,,,,185,0.0032988341990858316
6,0.0032002502121031284,0.0,0.0,189,
6,0.0032338269520550966,0.0,0.0,199,
6,0.0029869722202420235,0.0,0.0,209,
6,,,,216,0.0028695152141153812
7,0.002924146829172969,0.0,0.0,219,
7,0.002722080796957016,0.0,0.0,229,
7,0.0026465158443897963,0.0,0.0,239,
7,,,,247,0.002529136836528778
8,0.0025582595262676477,0.0,0.0,249,
8,0.0023938643280416727,0.0,0.0,259,
8,0.00241539697162807,0.0,0.0,269,
8,,,,278,0.002241944195702672
9,0.0023340859916061163,0.0,0.0,279,
9,0.0021816445514559746,0.0,0.0,289,
9,0.0021768484730273485,0.0,0.0,299,
9,0.002076687291264534,0.0,0.0,309,
9,,,,309,0.0019935353193432093
10,0.001950932783074677,0.0,0.0,319,
10,0.0018411735072731972,0.0,0.0,329,
10,0.0018784974236041307,0.0,0.0,339,
10,,,,340,0.001774910488165915
11,0.0016961211804300547,0.0,0.0,349,
11,0.0016802274622023106,0.0,0.0,359,
11,0.0016347513301298022,0.0,0.0,369,
11,,,,371,0.0015887662302702665
12,0.0015490021323785186,0.0,0.0,379,
12,0.0015093493275344372,0.0,0.0,389,
12,0.001469533541239798,0.0,0.0,399,
12,,,,402,0.0014333068393170834
13,0.0014577836263924837,0.0,0.0,409,
13,0.001391469151712954,0.0,0.0,419,
13,0.001323027885518968,0.0,0.0,429,
13,,,,433,0.0013014368014410138
14,0.0012680798536166549,0.0,0.0,439,
14,0.001238418510183692,0.0,0.0,449,
14,0.001209910842590034,0.0,0.0,459,
14,,,,464,0.0011901031248271465
15,0.0012035852996632457,0.0,0.0,469,
15,0.0011375660542398691,0.0,0.0,479,
15,0.0011191226076334715,0.0,0.0,489,
15,,,,495,0.001094778417609632
16,0.0010715239914134145,0.0,0.0,499,
16,0.0010896226158365607,0.0,0.0,509,
16,0.0010364552726969123,0.0,0.0,519,
16,,,,526,0.0010117579950019717
17,0.0010214271023869514,0.0,0.0,529,
17,0.0009815124794840813,0.0,0.0,539,
17,0.0009582022903487086,0.0,0.0,549,
17,,,,557,0.0009386895108036697
18,0.0009575127041898668,0.0,0.0,559,
18,0.0009114713757298887,0.0,0.0,569,
18,0.0009174939477816224,0.0,0.0,579,
18,,,,588,0.000873911427333951
19,0.0008833293104544282,0.0,0.0,589,
19,0.0008558028494007885,0.0,0.0,599,
19,0.0008670766255818307,0.0,0.0,609,
19,0.0008497614762745798,0.0,0.0,619,
19,,,,619,0.0008162545273080468
20,0.0008095945231616497,0.0,0.0,629,
20,0.0007766553317196667,0.0,0.0,639,
20,0.0008132752263918519,0.0,0.0,649,
20,,,,650,0.0007648678729310632
