epoch,loss,step,val_loss
0,0.1639309972524643,9,
0,0.08061440289020538,19,
0,0.041915878653526306,29,
0,,30,0.057609543204307556
1,0.028918379917740822,39,
1,0.022626910358667374,49,
1,0.017546962946653366,59,
1,,61,0.01961500756442547
2,0.015037610195577145,69,
2,0.013190747238695621,79,
2,0.011708569712936878,89,
2,,92,0.013356979936361313
3,0.010446525178849697,99,
3,0.010503076016902924,109,
3,0.008478740230202675,119,
3,,123,0.009432559832930565
4,0.008017786778509617,129,
4,0.007595397997647524,139,
4,0.006768668536096811,149,
4,,154,0.00746970484033227
5,0.007496478967368603,159,
5,0.006337705068290234,169,
5,0.005628516897559166,179,
5,,185,0.005944793112576008
6,0.005408255383372307,189,
6,0.005439457017928362,199,
6,0.004743002355098724,209,
6,,216,0.004945642780512571
7,0.0047941361553967,219,
7,0.0048386347480118275,229,
7,0.004044882487505674,239,
7,,247,0.004316285252571106
8,0.004469122737646103,249,
8,0.0040608858689665794,259,
8,0.00390242924913764,269,
8,,278,0.003852053778246045
9,0.003557200077921152,279,
9,0.003454303601756692,289,
9,0.00323202321305871,299,
9,0.0030754355248063803,309,
9,,309,0.0035646026954054832
10,0.0032836906611919403,319,
10,0.0028205937705934048,329,
10,0.00294546689838171,339,
10,,340,0.003365039359778166
11,0.0039864699356257915,349,
11,0.0027470302302390337,359,
11,0.0030107274651527405,369,
11,,371,0.0032661149743944407
12,0.0027849848847836256,379,
12,0.00257577165029943,389,
12,0.002584633184596896,399,
12,,402,0.0032268380746245384
13,0.002188194775953889,409,
13,0.003087755059823394,419,
13,0.002194920787587762,429,
13,,433,0.0031937973108142614
14,0.0023856644984334707,439,
14,0.0022494648583233356,449,
14,0.0019302323926240206,459,
14,,464,0.0029728799127042294
15,0.0029648414347320795,469,
15,0.0022219480015337467,479,
15,0.001972610829398036,489,
15,,495,0.002513182582333684
16,0.0019007404334843159,499,
16,0.002751295454800129,509,
16,0.00182654510717839,519,
16,,526,0.002106051193550229
17,0.0019460089970380068,529,
17,0.0024414737708866596,539,
17,0.0017634900286793709,549,
17,,557,0.001880601397715509
18,0.00225151889026165,559,
18,0.0017655499977990985,569,
18,0.0020141582936048508,579,
18,,588,0.0017597345868125558
19,0.001582231023348868,589,
19,0.0018497015116736293,599,
19,0.0015186986420303583,609,
19,0.001560285920277238,619,
19,,619,0.0016634720377624035
20,0.0016670324839651585,629,
20,0.0013995040208101273,639,
20,0.0015740147791802883,649,
20,,650,0.001580161158926785
21,0.0023781564086675644,659,
21,0.0014253528788685799,669,
21,0.0017922811675816774,679,
21,,681,0.0015019772108644247
22,0.0014030981110408902,689,
22,0.00144705839920789,699,
22,0.0015185130760073662,709,
22,,712,0.0014342606300488114
23,0.001253369264304638,719,
23,0.0018328949809074402,729,
23,0.0012938609579578042,739,
23,,743,0.001374747953377664
24,0.0013452713610604405,749,
24,0.0014325185911729932,759,
24,0.0011009403970092535,769,
24,,774,0.001327417092397809
25,0.0019969313871115446,779,
25,0.0014454495394602418,789,
25,0.0011119580594822764,799,
25,,805,0.0012884566094726324
26,0.001135400147177279,809,
26,0.0018115447601303458,819,
26,0.0012131419498473406,829,
26,,836,0.001265272730961442
27,0.0011971475323662162,839,
27,0.001822006655856967,849,
27,0.0011173543753102422,859,
27,,867,0.0012456771219149232
28,0.001478542573750019,869,
28,0.0012411476345732808,879,
28,0.0013729799538850784,889,
28,,898,0.0012313536135479808
29,0.0010460575576871634,899,
29,0.0012253097957000136,909,
29,0.0010950732976198196,919,
29,0.001001272932626307,929,
29,,929,0.001224819105118513
30,0.0010985259432345629,939,
30,0.0010053616715595126,949,
30,0.0011524312430992723,959,
30,,960,0.0012282138923183084
31,0.0019146609120070934,969,
31,0.0009725023992359638,979,
31,0.0013814381090924144,989,
31,,991,0.0012322403490543365
32,0.0009837409015744925,999,
32,0.0010196258081123233,1009,
32,0.0011478470405563712,1019,
32,,1022,0.001232264214195311
33,0.0008810448343865573,1029,
33,0.0014549510087817907,1039,
33,0.0009511744137853384,1049,
33,,1053,0.0012233685702085495
34,0.0010414753342047334,1059,
34,0.0011012830073013902,1069,
34,0.0007524832035414875,1079,
34,,1084,0.0011952676577493548
35,0.001688457326963544,1089,
35,0.0011077789822593331,1099,
