Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,6.49,5.54,5.7,6.47,3.2,4.49,6.0,5.31,3.99,5.24
2,6.44,4.24,7.28,3.93,3.15,5.36,5.51,3.39,6.76,8.78
3,7.96,7.84,15.19,4.92,3.48,3.53,8.39,10.31,6.4,9.83
4,8.04,6.27,8.4,5.65,5.89,7.21,8.51,7.79,8.68,9.2
