Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,7.04,6.46,6.09,6.07,6.16,6.58,5.84,5.56,6.35,5.18
20,20.41,18.22,17.73,20.09,19.55,20.15,18.79,17.2,17.39,16.85
30,38.38,33.77,33.7,35.57,35.84,33.53,32.48,31.42,33.24,30.68
