Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,13.05,12.87,12.44,12.69,12.48,12.74,12.35,13.03,12.64,12.45
20,14.14,13.72,13.41,12.87,13.06,12.77,12.11,13.11,13.46,12.78
30,20.32,18.8,18.85,19.22,19.54,19.42,19.33,20.32,18.7,18.44
