epoch,loss,step,val_loss
0,0.11179900914430618,9,
0,0.06054181978106499,19,
0,0.03979514166712761,29,
0,,30,0.06857816129922867
1,0.0238282959908247,39,
1,0.012692110612988472,49,
1,0.009071256965398788,59,
1,,61,0.02360856533050537
2,0.00824014563113451,69,
2,0.006255940534174442,79,
2,0.004933345131576061,89,
2,,92,0.006978906225413084
3,0.006151381880044937,99,
3,0.004920929204672575,109,
3,0.0038546465802937746,119,
3,,123,0.004541424103081226
4,0.005302748177200556,129,
4,0.003729709656909108,139,
4,0.0028412891551852226,149,
4,,154,0.0037621543742716312
5,0.0042738537304103374,159,
5,0.0032454566098749638,169,
5,0.0023532670456916094,179,
5,,185,0.0030057914555072784
6,0.0024610573891550303,189,
6,0.002845087554305792,199,
6,0.0020179899875074625,209,
6,,216,0.0028487362433224916
7,0.002697882242500782,219,
7,0.0031710683833807707,229,
7,0.002036769175902009,239,
7,,247,0.003170726587995887
8,0.002869139891117811,249,
8,0.002098462078720331,259,
8,0.001904067350551486,269,
8,,278,0.002779730362817645
9,0.0018721175147220492,279,
9,0.0019664927385747433,289,
9,0.0019220034591853619,299,
9,0.00607659388333559,309,
9,,309,0.0028482757043093443
10,0.0018083241302520037,319,
10,0.0016630752943456173,329,
10,0.0018774563213810325,339,
10,,340,0.0018075706902891397
11,0.0031379088759422302,349,
11,0.0016964797396212816,359,
11,0.0016605493146926165,369,
11,,371,0.002118312753736973
12,0.0016662100097164512,379,
12,0.001597760827280581,389,
12,0.0013822991168126464,399,
12,,402,0.0014266164507716894
13,0.001238232129253447,409,
13,0.0019330300856381655,419,
13,0.0012343218550086021,429,
13,,433,0.0018230847781524062
14,0.0014593562809750438,439,
14,0.0013212861958891153,449,
14,0.000952799862716347,459,
14,,464,0.0013362796744331717
15,0.001971980556845665,469,
15,0.0014331284910440445,479,
15,0.0010698405094444752,489,
15,,495,0.0017677702708169818
16,0.001204729313030839,499,
16,0.0015664765378460288,509,
16,0.0010875993175432086,519,
16,,526,0.0014047770528122783
17,0.0013127131387591362,529,
17,0.00179959274828434,539,
17,0.0009321894613094628,549,
17,,557,0.001729362178593874
18,0.0015884974272921681,559,
18,0.0012710524024441838,569,
18,0.0011540735140442848,579,
18,,588,0.0015563780907541513
19,0.0010399699676781893,589,
19,0.0011320561170578003,599,
19,0.0013497123727574944,609,
19,0.0029514061752706766,619,
19,,619,0.0016120302025228739
20,0.00119237310718745,629,
20,0.0008918707026168704,639,
20,0.0012671529548242688,649,
20,,650,0.0017323936335742474
21,0.0021825837902724743,659,
21,0.001056338893249631,669,
21,0.0011518467217683792,679,
21,,681,0.001331520383246243
22,0.001259138691239059,689,
22,0.0013070597779005766,699,
22,0.0011361167998984456,709,
22,,712,0.001705045229755342
23,0.0010121698724105954,719,
23,0.0015969598898664117,729,
23,0.0009091285173781216,739,
23,,743,0.001032319269143045
24,0.0009803518187254667,749,
24,0.0008574888342991471,759,
24,0.0006541967741213739,769,
24,,774,0.001679372158832848
25,0.0017102103447541595,779,
25,0.0011289750691503286,789,
25,0.0008017717627808452,799,
25,,805,0.0008988637127913535
26,0.0008712204289622605,809,
26,0.0012861447175964713,819,
26,0.0007369452505372465,829,
26,,836,0.001851823297329247
27,0.0010212853085249662,839,
27,0.001360966358333826,849,
27,0.000762368377763778,859,
27,,867,0.000930909882299602
28,0.000945658830460161,869,
28,0.0008750082342885435,879,
28,0.0008606620249338448,889,
28,,898,0.002210508566349745
29,0.0008060434483923018,899,
29,0.0008355833706445992,909,
29,0.001022227806970477,919,
29,0.0015008233021944761,929,
29,,929,0.0011169606586918235
30,0.0009144246578216553,939,
30,0.0007130544981919229,949,
30,0.0009861141443252563,959,
30,,960,0.002767459722235799
31,0.0017622322775423527,969,
31,0.0009376899106428027,979,
31,0.0009035312104970217,989,
31,,991,0.0014436489436775446
32,0.0008725317311473191,999,
32,0.0010610506869852543,1009,
32,0.0008879394154064357,1019,
32,,1022,0.0029774762224406004
33,0.0008795356843620539,1029,
33,0.001196152763441205,1039,
33,0.0007245438755489886,1049,
33,,1053,0.0016088795382529497
34,0.0006848950288258493,1059,
34,0.0007541032391600311,1069,
34,0.0005371308070607483,1079,
34,,1084,0.0025909869000315666
35,0.0015926336636766791,1089,
35,0.0010217922972515225,1099,
35,0.0007152590551413596,1109,
35,,1115,0.0014722836203873158
36,0.0008610811783000827,1119,
36,0.0013232592027634382,1129,
36,0.0006040097214281559,1139,
36,,1146,0.0019349154317751527
37,0.0008101885323412716,1149,
37,0.0011107035679742694,1159,
37,0.0006950003444217145,1169,
37,,1177,0.001122462097555399
38,0.0009755035862326622,1179,
38,0.0007546815904788673,1189,
38,0.0006715988856740296,1199,
