Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,35.96,30.47,33.86,33.46,40.58,40.29,43.29,39.99,32.72,34.23
20,28.18,33.44,33.16,28.16,26.39,27.09,26.61,25.33,34.15,33.33
30,17.68,20.98,18.64,17.28,15.81,20.39,19.84,18.38,19.64,24.19
