Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,13.83,7.07,11.92,11.72,7.08,9.82,10.76,5.18,7.38,5.29
2,4.18,3.99,5.18,5.85,5.27,5.17,13.33,8.08,3.08,3.8
3,6.41,5.2,9.59,3.41,10.04,4.36,6.66,4.28,11.4,2.97
4,6.81,4.96,4.79,4.76,4.13,1.15,3.21,2.4,9.11,2.42
