Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,5.99,4.93,5.0,5.33,5.16,4.91,4.9,5.35,4.84,4.55
20,14.09,13.58,12.81,14.51,12.89,13.0,13.63,13.32,13.09,12.46
30,29.83,26.35,26.41,28.02,28.18,25.14,25.7,23.92,26.24,23.94
