Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,7.55,6.17,6.08,6.73,6.97,5.78,5.99,6.04,5.67,5.21
20,25.56,22.33,22.62,23.0,24.66,22.43,20.71,20.33,21.83,20.12
30,44.3,40.56,38.84,42.67,41.84,39.43,37.26,36.48,39.53,36.78
