Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,89.31,89.84,89.84,89.21,90.0,88.73,89.06,88.63,89.99,90.4
20,64.13,67.92,56.81,62.68,59.06,66.25,49.1,61.86,72.62,72.92
30,29.33,30.76,38.27,21.2,19.28,23.31,22.98,49.13,48.68,60.04
