Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.0,0.95,0.71,0.65,1.19,1.63,1.51,1.1,1.15,0.88
20,2.36,2.27,1.55,1.98,1.26,1.71,3.47,1.42,1.43,1.74
30,3.43,3.39,2.13,2.1,1.33,1.69,4.47,1.84,1.78,2.17
