Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.92,1.09,0.44,0.89,1.29,1.57,1.19,1.1,1.05,1.02
2,5.64,5.98,1.49,2.85,8.19,10.06,4.54,8.5,11.64,1.94
3,3.83,3.89,1.91,2.18,2.41,3.14,5.76,3.33,2.83,3.18
4,6.43,6.82,3.17,2.65,6.1,6.26,6.95,5.7,4.7,4.15
