Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.15,1.11,0.94,0.55,1.15,1.6,1.16,0.98,1.06,0.78
20,2.48,2.51,1.07,1.02,1.23,1.64,2.3,1.44,1.45,2.14
30,3.32,3.43,1.59,1.59,1.16,1.72,3.29,1.61,1.79,2.34
