Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,89.14,90.25,90.03,89.52,89.4,89.9,90.23,90.54,90.68,91.02
20,67.65,75.82,75.71,70.27,64.43,73.24,68.24,75.39,77.41,78.79
30,53.76,61.45,64.27,53.93,50.16,50.82,52.69,61.2,63.11,64.79
