Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,2.67,2.97,1.5,1.51,1.36,1.78,3.63,1.6,1.56,2.12
20,4.63,3.71,1.88,1.83,2.2,2.58,4.39,2.86,2.58,3.78
30,3.98,4.09,1.9,1.92,1.7,2.17,5.32,2.32,2.38,3.43
