Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,7.75,7.47,13.21,6.86,4.37,3.69,8.71,6.53,7.37,8.98
2,5.03,4.91,8.51,4.34,3.66,2.41,6.44,2.78,5.39,11.59
3,5.57,5.57,11.9,10.76,9.29,6.1,12.16,7.72,5.52,5.35
4,5.19,3.7,6.09,4.85,3.01,2.44,6.63,3.76,2.68,3.3
