Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,22.81,7.99,29.26,31.51,28.16,27.83,24.71,25.85,19.82,15.71
2,17.01,15.27,8.96,8.59,7.8,5.35,12.07,3.3,7.17,12.51
3,4.18,4.57,8.95,4.66,7.46,14.99,4.8,3.08,6.84,3.72
4,5.78,6.4,8.11,21.37,2.66,3.68,13.9,4.81,18.47,4.7
