Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,10.29,9.84,9.91,9.69,9.8,9.45,9.65,9.67,9.86,9.61
20,16.89,17.58,17.39,15.54,15.75,15.54,15.56,16.25,17.57,17.68
30,21.75,21.0,20.58,20.51,19.8,19.7,20.5,20.85,20.63,19.98
