Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,11.5,11.67,8.43,9.02,11.5,12.4,9.77,13.93,9.84,9.76
2,14.28,14.62,13.55,16.78,20.46,17.9,20.51,24.66,14.51,13.8
3,24.96,20.43,18.2,19.15,20.62,20.12,27.11,28.66,16.98,21.23
4,21.46,16.56,16.48,14.98,21.35,19.15,18.48,21.56,12.01,17.85
