Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,13.18,20.36,7.29,18.38,11.47,20.73,11.18,10.87,21.17,17.48
2,10.96,14.5,15.48,17.52,12.93,10.28,8.29,6.47,17.7,13.53
3,7.38,5.66,4.91,11.47,7.47,6.23,5.68,5.16,7.14,8.7
4,14.99,23.26,32.11,15.53,18.89,14.55,17.58,15.46,30.66,28.39
