Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,10.08,4.78,5.33,13.86,12.79,16.1,15.1,15.37,5.32,4.64
20,24.83,25.08,24.98,22.82,23.36,22.27,22.77,17.9,25.22,24.73
30,16.24,13.07,12.34,21.79,21.05,21.93,19.99,19.02,12.21,11.91
