Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,3.68,5.24,4.01,6.11,2.37,2.33,6.4,2.9,13.95,3.42
2,6.26,8.55,12.3,8.64,7.38,7.58,7.59,3.52,3.3,3.97
3,16.12,12.84,11.28,7.51,8.55,4.85,8.29,5.34,7.51,12.3
4,6.28,5.72,8.17,5.98,4.16,3.66,7.6,4.57,6.71,7.29
