Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,2.71,2.4,1.5,1.46,1.46,1.88,3.12,1.65,1.7,2.14
20,3.23,3.0,1.87,1.84,1.64,2.01,4.27,2.39,2.16,3.57
30,4.21,4.46,2.22,2.14,2.37,2.69,5.53,2.72,3.27,3.63
