Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.97,0.96,0.37,0.56,1.2,1.61,1.01,1.07,1.2,0.69
2,2.63,2.75,1.33,1.43,2.23,2.65,2.73,1.59,2.12,1.96
3,4.1,4.35,1.95,2.25,2.88,3.12,4.63,3.54,3.41,2.68
4,9.56,9.65,4.17,3.84,8.66,6.04,9.83,7.12,5.92,6.83
