Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.03,0.93,0.61,0.51,1.19,1.65,1.12,1.09,1.12,0.87
20,2.11,2.62,2.09,1.12,1.27,1.79,2.53,1.64,1.48,1.85
30,3.35,3.26,1.65,1.32,1.11,1.64,3.71,1.78,1.63,1.88
