Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,6.23,5.05,5.75,4.15,3.07,2.72,4.98,3.41,4.22,6.45
2,5.39,4.64,8.08,7.99,3.91,3.21,8.3,2.28,3.41,4.98
3,10.97,8.85,15.21,5.54,5.23,5.83,7.12,3.41,5.27,7.8
4,5.65,5.45,5.17,5.59,2.86,2.62,8.39,4.0,2.98,4.14
