Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,2.05,2.07,1.07,1.04,1.58,1.7,2.35,1.69,1.71,2.0
20,2.76,2.62,1.32,1.33,1.6,1.68,3.44,1.76,1.79,2.46
30,3.6,3.68,1.81,1.87,1.79,1.76,4.79,2.27,2.26,3.41
