Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,6.23,4.94,5.2,5.77,5.31,4.27,4.91,4.37,4.84,4.02
20,15.75,14.34,13.97,15.05,14.85,13.99,14.13,13.89,13.38,12.85
30,29.05,26.4,25.96,27.59,27.68,26.18,25.58,24.57,26.09,24.22
