Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.75,0.98,1.13,1.6,1.91,1.9,1.83,2.02,0.87,1.25
2,5.25,3.15,3.79,5.48,7.34,6.34,6.78,5.74,2.99,3.2
3,9.71,5.44,5.32,9.11,9.27,9.74,10.8,11.83,4.71,6.37
4,15.14,13.89,11.28,21.6,18.29,24.59,20.03,26.73,11.45,16.68
