Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.85,0.74,0.42,0.56,1.34,1.42,0.85,1.02,1.07,0.62
2,1.75,1.78,1.06,0.98,2.44,2.48,1.89,1.81,1.99,1.54
3,3.45,3.61,1.67,1.73,2.33,2.57,4.21,2.91,2.88,2.5
4,8.03,8.0,3.41,2.93,8.36,6.62,7.47,6.24,5.73,5.33
