Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,5.71,4.68,4.71,5.14,4.77,4.37,4.99,5.1,4.49,4.37
20,16.69,14.69,14.73,16.15,16.42,15.17,15.65,15.31,14.44,13.9
30,35.36,31.15,31.32,33.79,33.49,30.56,31.61,27.92,30.87,28.28
