Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.29,0.91,0.86,1.33,1.41,1.62,1.33,1.31,0.92,1.0
2,9.61,5.28,6.74,12.05,12.77,13.31,24.57,24.32,3.89,14.1
3,10.71,6.89,7.35,12.68,15.38,15.68,14.17,15.85,5.7,9.31
4,12.9,7.91,8.37,12.72,13.47,15.66,16.26,19.04,7.05,12.12
