Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,5.99,5.66,5.67,5.38,5.3,5.17,5.31,5.79,5.52,5.56
20,13.5,12.34,12.2,12.94,12.66,12.9,13.11,13.88,12.12,12.19
30,17.86,16.28,16.16,16.19,16.32,15.81,15.27,16.16,16.06,15.3
