Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,11.88,10.28,10.53,9.97,10.18,10.81,12.13,15.02,10.18,9.6
2,16.18,17.87,16.43,19.82,22.05,22.32,18.1,24.04,17.93,17.07
3,16.98,16.0,15.5,16.67,15.21,14.75,15.95,22.96,15.02,15.99
4,21.78,20.54,19.6,21.46,20.91,25.05,26.24,24.06,20.45,22.76
