Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,23.4,24.69,24.18,23.4,26.15,19.61,21.91,20.27,28.35,27.47
2,7.44,6.98,6.67,6.11,4.49,6.65,14.54,4.64,4.62,4.37
3,10.29,9.19,8.23,7.36,11.62,8.48,9.6,2.05,6.54,4.39
4,3.89,4.86,4.33,3.49,3.83,1.22,1.42,1.69,3.0,4.64
