Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,1.31,1.46,1.06,1.0,1.19,1.71,2.41,1.33,1.37,1.09
20,2.11,1.81,1.45,1.21,1.21,1.57,3.32,1.58,1.64,1.71
30,3.06,2.86,1.87,2.53,1.05,1.73,3.99,1.7,1.81,1.81
