Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.04,0.79,0.52,0.63,1.39,1.93,1.31,1.54,1.19,0.77
2,4.23,4.3,1.88,2.69,3.24,3.68,5.56,2.81,2.36,3.09
3,12.06,11.78,5.14,4.76,7.28,10.52,13.87,11.5,11.8,10.21
4,4.72,4.77,2.46,2.53,5.47,4.93,5.59,4.88,4.76,3.53
