Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,94.75,95.67,95.83,94.84,94.41,93.26,94.62,94.99,95.66,95.88
2,69.38,73.23,74.53,65.89,71.1,63.29,60.05,57.24,74.32,72.92
3,34.96,49.73,47.96,24.93,33.1,25.85,26.33,31.26,58.01,51.63
4,38.31,39.51,53.79,29.34,28.42,25.88,18.6,26.03,47.54,40.62
