Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,0.72,0.78,0.41,0.63,1.39,1.46,0.78,1.0,0.98,0.57
2,4.74,4.95,1.65,2.55,8.16,10.9,4.88,9.14,12.59,2.91
3,3.53,3.59,1.54,1.89,1.78,2.66,4.72,2.8,2.5,2.75
4,5.55,5.88,2.69,2.49,6.13,6.83,6.62,8.33,6.48,3.79
