Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.79,0.75,0.41,0.41,1.31,1.45,1.09,1.04,1.0,0.72
20,1.85,2.13,0.89,1.12,1.33,1.46,2.29,1.19,1.33,1.48
30,3.07,3.05,1.52,1.82,1.27,1.36,3.73,1.65,1.66,2.29
