Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,3.17,3.02,1.24,1.34,1.89,1.88,3.09,2.14,2.16,2.75
20,3.32,3.46,1.58,1.56,1.86,1.91,4.01,2.33,2.48,3.23
30,3.61,3.69,1.8,1.81,2.06,1.96,4.85,2.61,2.56,3.68
