Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,5.08,6.07,4.41,6.35,2.09,3.35,4.88,2.92,3.01,3.49
2,5.03,5.52,5.05,4.65,2.71,4.6,6.04,2.72,2.53,5.27
3,7.06,6.84,12.02,5.56,3.34,3.03,8.22,6.47,6.15,6.39
4,4.58,3.65,3.51,2.87,1.51,1.87,5.48,2.67,2.66,3.47
