Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,8.52,8.3,8.25,7.93,7.65,7.93,7.73,8.05,8.23,8.05
20,12.4,11.42,11.32,12.13,12.19,12.93,12.31,13.58,11.27,11.64
30,20.64,19.74,20.19,19.79,20.08,19.82,21.04,21.79,19.76,20.09
