Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,14.21,15.11,13.58,15.45,14.18,13.73,16.49,22.1,13.72,13.23
2,20.98,20.17,21.39,23.4,25.34,22.48,21.95,25.16,23.55,21.0
3,20.84,22.34,14.7,20.85,17.86,15.77,18.83,27.49,15.77,14.54
4,19.78,18.51,19.46,21.13,22.1,24.15,25.42,24.72,17.07,20.17
