Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,0.89,0.9,0.58,0.61,1.31,1.46,0.94,1.02,1.1,0.88
20,2.15,2.22,0.95,1.19,1.34,1.49,2.2,1.34,1.39,1.77
30,3.36,2.9,1.92,1.64,1.27,1.42,4.64,1.78,1.73,2.51
