Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,6.28,7.55,8.31,7.83,15.73,14.39,6.67,10.21,7.62,8.26
2,1.17,3.36,0.09,0.34,0.61,0.9,2.7,0.59,1.21,0.17
3,2.28,2.93,2.61,3.19,3.67,2.6,5.23,1.6,1.12,4.11
4,3.08,0.82,0.62,1.31,0.78,0.68,0.71,0.48,1.09,0.69
