Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,3.05,3.26,1.24,1.27,1.93,2.08,3.42,2.18,2.3,2.86
20,3.38,3.29,1.55,1.42,1.76,1.92,3.92,2.11,2.06,2.67
30,3.99,3.63,1.97,2.01,1.73,1.97,4.8,2.3,2.4,3.34
