Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,1.01,0.89,0.43,0.57,1.39,1.93,0.91,1.08,1.12,0.63
2,5.01,4.98,2.73,1.72,5.98,5.97,4.12,4.95,5.8,2.59
3,12.16,11.43,4.28,5.12,9.51,13.92,12.24,14.49,14.98,9.06
4,4.4,4.68,1.94,2.11,6.63,6.77,5.07,6.77,7.35,3.47
