Frames occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
10,87.15,89.96,90.47,87.15,89.25,89.71,89.38,88.89,90.36,90.39
20,32.5,53.22,69.16,34.33,38.17,51.21,36.95,61.56,66.92,72.33
30,35.31,38.95,51.1,17.59,23.85,22.88,23.39,40.93,40.85,51.37
