Parts occluded,nose,left ear,right ear,left front paw,right front paw,left hind paw,right hind paw,tail tip,head center,tail base
1,92.05,98.68,98.29,94.28,95.42,84.17,92.71,90.95,96.94,97.97
2,64.27,78.77,76.86,67.69,63.39,60.32,63.7,61.05,78.37,71.55
3,29.69,45.23,42.88,26.61,25.87,28.51,28.97,28.2,51.93,33.74
4,15.62,34.71,27.0,18.25,17.25,14.08,12.76,10.54,45.0,19.15
